category,product,fiscal_year,quantity,value,metric_type
Organic Chemicals,Mek,201617,189,98,chemical_export
Organic Chemicals,Mek,201718,19,36,chemical_export
Organic Chemicals,Mek,201819,465,477,chemical_export
Organic Chemicals,Mek,201920,243,245,chemical_export
Organic Chemicals,Mek,202021,66,75,chemical_export
Organic Chemicals,Mek,202122,10,37,chemical_export
Organic Chemicals,Mek,202223,341,525,chemical_export
Organic Chemicals,Mek,202324,1087,1034,chemical_export
Organic Chemicals,Mek,202425,1325,1256,chemical_export
Organic Chemicals,Menthol,201516,8836,94548,chemical_export
Organic Chemicals,Menthol,201617,12006,125246,chemical_export
Organic Chemicals,Menthol,201718,12749,183951,chemical_export
Organic Chemicals,Menthol,201819,13351,253213,chemical_export
Organic Chemicals,Menthol,201920,17089,265334,chemical_export
Organic Chemicals,Menthol,202021,19980,240427,chemical_export
Organic Chemicals,Menthol,202122,19795,222579,chemical_export
Organic Chemicals,Menthol,202223,12715,154721,chemical_export
Organic Chemicals,Menthol,202324,11977,142862,chemical_export
Organic Chemicals,Menthol,202425,0,0,chemical_export
Organic Chemicals,Methanol,201516,44013,8196,chemical_export
Organic Chemicals,Methanol,201617,12624,3123,chemical_export
Organic Chemicals,Methanol,201718,9466,2846,chemical_export
Organic Chemicals,Methanol,201819,10943,3819,chemical_export
Organic Chemicals,Methanol,201920,12941,3482,chemical_export
Organic Chemicals,Methanol,202021,8451,2607,chemical_export
Organic Chemicals,Methanol,202122,18645,6084,chemical_export
Organic Chemicals,Methanol,202223,41498,13915,chemical_export
Organic Chemicals,Methanol,202324,51724,17668,chemical_export
Organic Chemicals,Methanol,202425,62601,20733,chemical_export
Organic Chemicals,Nitrobenzene,201516,49,38,chemical_export
Organic Chemicals,Nitrobenzene,201617,344,231,chemical_export
Organic Chemicals,Nitrobenzene,201718,60,49,chemical_export
Organic Chemicals,Nitrobenzene,201819,103,110,chemical_export
Organic Chemicals,Nitrobenzene,201920,133,131,chemical_export
Organic Chemicals,Nitrobenzene,202021,98,99,chemical_export
Organic Chemicals,Nitrobenzene,202122,119,149,chemical_export
Organic Chemicals,Nitrobenzene,202223,151,237,chemical_export
Organic Chemicals,Nitrobenzene,202324,185,236,chemical_export
Organic Chemicals,Nitrobenzene,202425,209,276,chemical_export
Organic Chemicals,Oncb,201516,843,883,chemical_export
Organic Chemicals,Oncb,201617,973,950,chemical_export
Organic Chemicals,Oncb,201718,0,0,chemical_export
Organic Chemicals,Oncb,201819,0,0,chemical_export
Organic Chemicals,Oncb,201920,0,0,chemical_export
Organic Chemicals,Oncb,202021,0,0,chemical_export
Organic Chemicals,Oncb,202122,0,0,chemical_export
Organic Chemicals,Oncb,202223,0,0,chemical_export
Organic Chemicals,Oncb,202324,0,0,chemical_export
Organic Chemicals,Oncb,202425,0,0,chemical_export
Organic Chemicals,Ortho Nitro Toluene,201516,1168,999,chemical_export
Organic Chemicals,Ortho Nitro Toluene,201617,1082,939,chemical_export
Organic Chemicals,Ortho Nitro Toluene,201718,2650,2267,chemical_export
Organic Chemicals,Ortho Nitro Toluene,201819,4289,4201,chemical_export
Organic Chemicals,Ortho Nitro Toluene,201920,7220,7112,chemical_export
Organic Chemicals,Ortho Nitro Toluene,202021,3682,3318,chemical_export
Organic Chemicals,Ortho Nitro Toluene,202122,6853,7332,chemical_export
Organic Chemicals,Ortho Nitro Toluene,202223,6162,8463,chemical_export
Organic Chemicals,Ortho Nitro Toluene,202324,2508,3636,chemical_export
Organic Chemicals,Ortho Nitro Toluene,202425,3813,5306,chemical_export
Organic Chemicals,Pentaerythritol,201516,1632,2958,chemical_export
Organic Chemicals,Pentaerythritol,201617,2044,3470,chemical_export
Organic Chemicals,Pentaerythritol,201718,2110,3399,chemical_export
Organic Chemicals,Pentaerythritol,201819,2287,4161,chemical_export
Organic Chemicals,Pentaerythritol,201920,2584,4741,chemical_export
Organic Chemicals,Pentaerythritol,202021,1336,2550,chemical_export
Organic Chemicals,Pentaerythritol,202122,2620,6578,chemical_export
Organic Chemicals,Pentaerythritol,202223,2491,7054,chemical_export
Organic Chemicals,Pentaerythritol,202324,1890,4235,chemical_export
Organic Chemicals,Pentaerythritol,202425,2431,5576,chemical_export
Organic Chemicals,Phenol,201516,6841,7379,chemical_export
Organic Chemicals,Phenol,201617,4013,8192,chemical_export
Organic Chemicals,Phenol,201718,4750,9709,chemical_export
Organic Chemicals,Phenol,201819,4724,11740,chemical_export
Organic Chemicals,Phenol,201920,22273,23408,chemical_export
Organic Chemicals,Phenol,202021,53100,39575,chemical_export
Organic Chemicals,Phenol,202122,43658,50811,chemical_export
Organic Chemicals,Phenol,202223,16692,27933,chemical_export
Organic Chemicals,Phenol,202324,24569,27995,chemical_export
Organic Chemicals,Phenol,202425,17231,24886,chemical_export
Organic Chemicals,Pncb,201516,1670,1114,chemical_export
Organic Chemicals,Pncb,201617,1023,738,chemical_export
Organic Chemicals,Pncb,201718,0,0,chemical_export
Organic Chemicals,Pncb,201819,0,0,chemical_export
Organic Chemicals,Pncb,201920,0,0,chemical_export
Organic Chemicals,Pncb,202021,0,0,chemical_export
Organic Chemicals,Pncb,202122,0,0,chemical_export
Organic Chemicals,Pncb,202223,0,0,chemical_export
Organic Chemicals,Pncb,202324,0,0,chemical_export
Organic Chemicals,Pncb,202425,0,0,chemical_export
Pesticides and Insecticides,"2, 4-D",201516,19449,29770,chemical_export
Pesticides and Insecticides,"2, 4-D",201617,20677,27496,chemical_export
Pesticides and Insecticides,"2, 4-D",201718,24125,36076,chemical_export
Pesticides and Insecticides,"2, 4-D",201819,22242,46347,chemical_export
Pesticides and Insecticides,"2, 4-D",201920,19623,32924,chemical_export
Pesticides and Insecticides,"2, 4-D",202021,21097,33198,chemical_export
Pesticides and Insecticides,"2, 4-D",202122,33070,80574,chemical_export
Pesticides and Insecticides,"2, 4-D",202223,40025,101768,chemical_export
Pesticides and Insecticides,"2, 4-D",202324,32031,47827,chemical_export
Pesticides and Insecticides,"2, 4-D",202425,36924,59808,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,201516,64,226,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,201617,127,515,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,201718,505,1703,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,201819,481,2084,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,201920,426,1909,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,202021,764,3024,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,202122,1029,3241,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,202223,599,2981,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,202324,385,2042,chemical_export
Pesticides and Insecticides,Aluminium Phosphide,202425,241,1197,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,201516,810,1818,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,201617,871,1921,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,201718,723,1732,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,201819,806,2427,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,201920,2240,5896,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,202021,1603,5135,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,202122,1767,8035,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,202223,1492,6858,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,202324,1394,6528,chemical_export
Pesticides and Insecticides,Copper-Oxychloride,202425,1986,10488,chemical_export
Pesticides and Insecticides,Cypermethrin,201516,8837,45949,chemical_export
Pesticides and Insecticides,Cypermethrin,201617,9416,45742,chemical_export
Pesticides and Insecticides,Cypermethrin,201718,9706,62713,chemical_export
Pesticides and Insecticides,Cypermethrin,201819,13609,112381,chemical_export
Pesticides and Insecticides,Cypermethrin,201920,15122,95462,chemical_export
Pesticides and Insecticides,Cypermethrin,202021,18945,106342,chemical_export
Pesticides and Insecticides,Cypermethrin,202122,19820,126617,chemical_export
Pesticides and Insecticides,Cypermethrin,202223,15185,95416,chemical_export
Pesticides and Insecticides,Cypermethrin,202324,16919,75453,chemical_export
Pesticides and Insecticides,Cypermethrin,202425,19698,92906,chemical_export
Pesticides and Insecticides,D.D.V.P.,201516,550,1461,chemical_export
Pesticides and Insecticides,D.D.V.P.,201617,322,1145,chemical_export
Pesticides and Insecticides,D.D.V.P.,201718,493,1835,chemical_export
Pesticides and Insecticides,D.D.V.P.,201819,689,2716,chemical_export
Pesticides and Insecticides,D.D.V.P.,201920,12,41,chemical_export
Pesticides and Insecticides,D.D.V.P.,202021,639,2620,chemical_export
Pesticides and Insecticides,D.D.V.P.,202122,468,1128,chemical_export
Pesticides and Insecticides,D.D.V.P.,202223,22,81,chemical_export
Pesticides and Insecticides,D.D.V.P.,202324,29,130,chemical_export
Pesticides and Insecticides,D.D.V.P.,202425,6,42,chemical_export
Pesticides and Insecticides,Dimethoate,201516,20,52,chemical_export
Pesticides and Insecticides,Dimethoate,201617,24,58,chemical_export
Pesticides and Insecticides,Dimethoate,201718,24,62,chemical_export
Pesticides and Insecticides,Dimethoate,201819,126,429,chemical_export
Pesticides and Insecticides,Dimethoate,201920,199,603,chemical_export
Pesticides and Insecticides,Dimethoate,202021,154,590,chemical_export
Pesticides and Insecticides,Dimethoate,202122,96,443,chemical_export
Pesticides and Insecticides,Dimethoate,202223,13,75,chemical_export
Pesticides and Insecticides,Dimethoate,202324,120,501,chemical_export
Pesticides and Insecticides,Dimethoate,202425,127,517,chemical_export
Pesticides and Insecticides,Fenthion,201516,0,0,chemical_export
Pesticides and Insecticides,Fenthion,201617,10,18,chemical_export
Pesticides and Insecticides,Fenthion,201718,0,0,chemical_export
Pesticides and Insecticides,Fenthion,201819,0,0,chemical_export
Pesticides and Insecticides,Fenthion,201920,0,0,chemical_export
Pesticides and Insecticides,Fenthion,202021,0,0,chemical_export
Pesticides and Insecticides,Fenthion,202122,0,0,chemical_export
Pesticides and Insecticides,Fenthion,202223,0,0,chemical_export
Pesticides and Insecticides,Fenthion,202324,0,0,chemical_export
Pesticides and Insecticides,Fenthion,202425,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,201516,1087,3830,chemical_export
Pesticides and Insecticides,Isoproturon,201617,356,1295,chemical_export
Pesticides and Insecticides,Isoproturon,201718,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,201819,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,201920,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,202021,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,202122,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,202223,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,202324,0,0,chemical_export
Pesticides and Insecticides,Isoproturon,202425,0,0,chemical_export
Pesticides and Insecticides,Malathion,201516,1010,1943,chemical_export
Pesticides and Insecticides,Malathion,201617,1264,2274,chemical_export
Pesticides and Insecticides,Malathion,201718,1977,3682,chemical_export
Pesticides and Insecticides,Malathion,201819,2499,5792,chemical_export
Pesticides and Insecticides,Malathion,201920,2318,6230,chemical_export
Pesticides and Insecticides,Malathion,202021,1673,5079,chemical_export
Pesticides and Insecticides,Malathion,202122,2772,9020,chemical_export
Pesticides and Insecticides,Malathion,202223,1443,5538,chemical_export
Pesticides and Insecticides,Malathion,202324,2278,7692,chemical_export
Pesticides and Insecticides,Malathion,202425,2552,8322,chemical_export
Pesticides and Insecticides,Methyl Bromide,201516,1274,4641,chemical_export
Pesticides and Insecticides,Methyl Bromide,201617,1756,6229,chemical_export
Pesticides and Insecticides,Methyl Bromide,201718,2000,7292,chemical_export
Pesticides and Insecticides,Methyl Bromide,201819,2208,8384,chemical_export
Pesticides and Insecticides,Methyl Bromide,201920,1628,6682,chemical_export
Pesticides and Insecticides,Methyl Bromide,202021,2089,9966,chemical_export
Pesticides and Insecticides,Methyl Bromide,202122,2214,11088,chemical_export
Pesticides and Insecticides,Methyl Bromide,202223,1967,13376,chemical_export
Pesticides and Insecticides,Methyl Bromide,202324,1834,12708,chemical_export
Pesticides and Insecticides,Methyl Bromide,202425,2360,13815,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,201516,128994,279485,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,201617,169373,344587,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,201718,158179,329170,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,201819,185896,413465,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,201920,162961,425551,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,202021,203677,496663,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,202122,233275,715669,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,202223,205645,840843,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,202324,256854,744841,chemical_export
Pesticides and Insecticides,Other Fungicide Nes,202425,293293,827628,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201516,32381,266182,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201617,50720,362041,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201718,67039,425113,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201819,74058,595122,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201920,79434,717390,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202021,101726,857814,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202122,140909,1197464,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202223,147788,1553999,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202324,111989,1200197,chemical_export
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202425,125722,1180190,chemical_export
Pesticides and Insecticides,Other Insecticides,201516,31146,276427,chemical_export
Pesticides and Insecticides,Other Insecticides,201617,41471,311285,chemical_export
Pesticides and Insecticides,Other Insecticides,201718,50008,393497,chemical_export
Pesticides and Insecticides,Other Insecticides,201819,62714,580271,chemical_export
Pesticides and Insecticides,Other Insecticides,201920,106352,840555,chemical_export
Pesticides and Insecticides,Other Insecticides,202021,111743,833725,chemical_export
Pesticides and Insecticides,Other Insecticides,202122,125025,1083286,chemical_export
Pesticides and Insecticides,Other Insecticides,202223,120034,1211192,chemical_export
Pesticides and Insecticides,Other Insecticides,202324,108649,921372,chemical_export
Pesticides and Insecticides,Other Insecticides,202425,101461,922401,chemical_export
Pesticides and Insecticides,Other Pesticides,201516,41058,214054,chemical_export
Pesticides and Insecticides,Other Pesticides,201617,45560,208648,chemical_export
Pesticides and Insecticides,Other Pesticides,201718,43320,216510,chemical_export
Pesticides and Insecticides,Other Pesticides,201819,39174,233275,chemical_export
Pesticides and Insecticides,Other Pesticides,201920,7416,28448,chemical_export
Pesticides and Insecticides,Other Pesticides,202021,6155,23536,chemical_export
Pesticides and Insecticides,Other Pesticides,202122,6410,24045,chemical_export
Pesticides and Insecticides,Other Pesticides,202223,5030,25616,chemical_export
Pesticides and Insecticides,Other Pesticides,202324,5569,26002,chemical_export
Pesticides and Insecticides,Other Pesticides,202425,5748,25746,chemical_export
Pesticides and Insecticides,Quinalphos,201516,235,1036,chemical_export
Pesticides and Insecticides,Quinalphos,201617,384,1772,chemical_export
Pesticides and Insecticides,Quinalphos,201718,382,1645,chemical_export
Pesticides and Insecticides,Quinalphos,201819,281,1439,chemical_export
Pesticides and Insecticides,Quinalphos,201920,338,1606,chemical_export
Pesticides and Insecticides,Quinalphos,202021,522,2909,chemical_export
Pesticides and Insecticides,Quinalphos,202122,811,5809,chemical_export
Pesticides and Insecticides,Quinalphos,202223,540,3954,chemical_export
Pesticides and Insecticides,Quinalphos,202324,573,3069,chemical_export
Pesticides and Insecticides,Quinalphos,202425,408,2352,chemical_export
Total - Alkali Chemicals,Total,201516,106744,29210,chemical_export
Total - Alkali Chemicals,Total,201617,154244,39591,chemical_export
Total - Alkali Chemicals,Total,201718,273456,86880,chemical_export
Total - Alkali Chemicals,Total,201819,239321,87844,chemical_export
Total - Alkali Chemicals,Total,201920,329459,82760,chemical_export
Total - Alkali Chemicals,Total,202021,428873,85310,chemical_export
Total - Alkali Chemicals,Total,202122,597971,187161,chemical_export
Total - Alkali Chemicals,Total,202223,667778,314334,chemical_export
Total - Alkali Chemicals,Total,202324,893112,274679,chemical_export
Total - Alkali Chemicals,Total,202425,862868,293860,chemical_export
Total - Dyes and Pigments,Total,201516,376046,1219795,chemical_export
Total - Dyes and Pigments,Total,201617,419272,1307546,chemical_export
Total - Dyes and Pigments,Total,201718,485741,1439290,chemical_export
Total - Dyes and Pigments,Total,201819,525170,1800681,chemical_export
Total - Dyes and Pigments,Total,201920,530297,1928414,chemical_export
Total - Dyes and Pigments,Total,202021,514395,1770381,chemical_export
Total - Dyes and Pigments,Total,202122,590558,2336505,chemical_export
Total - Dyes and Pigments,Total,202223,464906,1984431,chemical_export
Total - Dyes and Pigments,Total,202324,492682,1842026,chemical_export
Total - Dyes and Pigments,Total,202425,535642,2089476,chemical_export
Total - Inorganic Chemicals,Total,201516,156683,74466,chemical_export
Total - Inorganic Chemicals,Total,201617,377587,111322,chemical_export
Total - Inorganic Chemicals,Total,201718,173071,102270,chemical_export
Total - Inorganic Chemicals,Total,201819,176900,133248,chemical_export
Total - Inorganic Chemicals,Total,201920,196035,134079,chemical_export
Total - Inorganic Chemicals,Total,202021,194941,119206,chemical_export
Total - Inorganic Chemicals,Total,202122,272948,261181,chemical_export
Total - Inorganic Chemicals,Total,202223,337109,342807,chemical_export
Total - Inorganic Chemicals,Total,202324,416978,396158,chemical_export
Total - Inorganic Chemicals,Total,202425,499412,482483,chemical_export
Total - Organic Chemicals,Total,201516,231728,216771,chemical_export
Total - Organic Chemicals,Total,201617,190306,232940,chemical_export
Total - Organic Chemicals,Total,201718,204923,320492,chemical_export
Total - Organic Chemicals,Total,201819,233147,425738,chemical_export
Total - Organic Chemicals,Total,201920,244524,422713,chemical_export
Total - Organic Chemicals,Total,202021,295922,438010,chemical_export
Total - Organic Chemicals,Total,202122,310144,528314,chemical_export
Total - Organic Chemicals,Total,202223,303810,429707,chemical_export
Total - Organic Chemicals,Total,202324,300783,376865,chemical_export
Total - Organic Chemicals,Total,202425,318247,244114,chemical_export
Total - Pesticides and Insecticides,Total,201516,266915,1126874,chemical_export
Total - Pesticides and Insecticides,Total,201617,342331,1315026,chemical_export
Total - Pesticides and Insecticides,Total,201718,358481,1481030,chemical_export
Total - Pesticides and Insecticides,Total,201819,404783,2004132,chemical_export
Total - Pesticides and Insecticides,Total,201920,398069,2163297,chemical_export
Total - Pesticides and Insecticides,Total,202021,470787,2380601,chemical_export
Total - Pesticides and Insecticides,Total,202122,567666,3266419,chemical_export
Total - Pesticides and Insecticides,Total,202223,539783,3861697,chemical_export
Total - Pesticides and Insecticides,Total,202324,538624,3048362,chemical_export
Total - Pesticides and Insecticides,Total,202425,590526,3145412,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,201516,1138116,2667116,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,201617,1483740,3006425,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,201718,1495672,3429962,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,201819,1579321,4451643,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,201920,1698384,4731263,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,202021,1904918,4793508,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,202122,2339287,6579580,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,202223,2313386,6932976,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,202324,2642179,5938090,chemical_export
Total Export of Major Chemicals,Total Export of Major Chemicals,202425,2806695,6255345,chemical_export
