category,product,fiscal_year,quantity,value,metric_type
Organic Chemicals,Mek,201819,47158,40994,chemical_import
Organic Chemicals,Mek,201920,25509,19145,chemical_import
Organic Chemicals,Mek,202021,42542,33013,chemical_import
Organic Chemicals,Mek,202122,42363,44585,chemical_import
Organic Chemicals,Mek,202223,49348,61386,chemical_import
Organic Chemicals,Mek,202324,41470,36591,chemical_import
Organic Chemicals,Mek,202425,48514,44862,chemical_import
Organic Chemicals,Menthol,201516,936,7112,chemical_import
Organic Chemicals,Menthol,201617,1511,10211,chemical_import
Organic Chemicals,Menthol,201718,1372,8573,chemical_import
Organic Chemicals,Menthol,201819,1334,12718,chemical_import
Organic Chemicals,Menthol,201920,3057,30181,chemical_import
Organic Chemicals,Menthol,202021,4521,45226,chemical_import
Organic Chemicals,Menthol,202122,4056,40528,chemical_import
Organic Chemicals,Menthol,202223,4250,42794,chemical_import
Organic Chemicals,Menthol,202324,11349,109119,chemical_import
Organic Chemicals,Menthol,202425,0,0,chemical_import
Organic Chemicals,Methanol,201516,1711879,285259,chemical_import
Organic Chemicals,Methanol,201617,1637457,295762,chemical_import
Organic Chemicals,Methanol,201718,1783293,400004,chemical_import
Organic Chemicals,Methanol,201819,1986712,519474,chemical_import
Organic Chemicals,Methanol,201920,2286274,425567,chemical_import
Organic Chemicals,Methanol,202021,2219944,434805,chemical_import
Organic Chemicals,Methanol,202122,2397912,743153,chemical_import
Organic Chemicals,Methanol,202223,2815926,752424,chemical_import
Organic Chemicals,Methanol,202324,3068795,743116,chemical_import
Organic Chemicals,Methanol,202425,2996136,775516,chemical_import
Organic Chemicals,Nitrobenzene,201516,5838,2733,chemical_import
Organic Chemicals,Nitrobenzene,201617,14429,6944,chemical_import
Organic Chemicals,Nitrobenzene,201718,15384,8207,chemical_import
Organic Chemicals,Nitrobenzene,201819,18204,10721,chemical_import
Organic Chemicals,Nitrobenzene,201920,15533,8073,chemical_import
Organic Chemicals,Nitrobenzene,202021,9866,5008,chemical_import
Organic Chemicals,Nitrobenzene,202122,7816,6361,chemical_import
Organic Chemicals,Nitrobenzene,202223,3887,4235,chemical_import
Organic Chemicals,Nitrobenzene,202324,304,275,chemical_import
Organic Chemicals,Nitrobenzene,202425,1073,1179,chemical_import
Organic Chemicals,Oncb,201516,237,192,chemical_import
Organic Chemicals,Oncb,201617,839,628,chemical_import
Organic Chemicals,Oncb,201718,0,0,chemical_import
Organic Chemicals,Oncb,201819,0,0,chemical_import
Organic Chemicals,Oncb,201920,0,0,chemical_import
Organic Chemicals,Oncb,202021,0,0,chemical_import
Organic Chemicals,Oncb,202122,0,0,chemical_import
Organic Chemicals,Oncb,202223,0,0,chemical_import
Organic Chemicals,Oncb,202324,0,0,chemical_import
Organic Chemicals,Oncb,202425,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,201516,117,77,chemical_import
Organic Chemicals,Ortho Nitro Toluene,201617,579,436,chemical_import
Organic Chemicals,Ortho Nitro Toluene,201718,267,212,chemical_import
Organic Chemicals,Ortho Nitro Toluene,201819,74,57,chemical_import
Organic Chemicals,Ortho Nitro Toluene,201920,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,202021,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,202122,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,202223,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,202324,0,0,chemical_import
Organic Chemicals,Ortho Nitro Toluene,202425,0,0,chemical_import
Organic Chemicals,Pentaerythritol,201516,19486,21468,chemical_import
Organic Chemicals,Pentaerythritol,201617,19380,20690,chemical_import
Organic Chemicals,Pentaerythritol,201718,17963,19614,chemical_import
Organic Chemicals,Pentaerythritol,201819,18407,23000,chemical_import
Organic Chemicals,Pentaerythritol,201920,21311,23116,chemical_import
Organic Chemicals,Pentaerythritol,202021,13613,13022,chemical_import
Organic Chemicals,Pentaerythritol,202122,16340,25537,chemical_import
Organic Chemicals,Pentaerythritol,202223,17553,25392,chemical_import
Organic Chemicals,Pentaerythritol,202324,23682,26745,chemical_import
Organic Chemicals,Pentaerythritol,202425,18155,23612,chemical_import
Organic Chemicals,Phenol,201516,248769,147715,chemical_import
Organic Chemicals,Phenol,201617,282187,176601,chemical_import
Organic Chemicals,Phenol,201718,288572,202842,chemical_import
Organic Chemicals,Phenol,201819,231808,217710,chemical_import
Organic Chemicals,Phenol,201920,144005,99070,chemical_import
Organic Chemicals,Phenol,202021,170993,89789,chemical_import
Organic Chemicals,Phenol,202122,206208,210164,chemical_import
Organic Chemicals,Phenol,202223,218476,242182,chemical_import
Organic Chemicals,Phenol,202324,238165,198775,chemical_import
Organic Chemicals,Phenol,202425,260078,226274,chemical_import
Organic Chemicals,Pncb,201516,8408,3886,chemical_import
Organic Chemicals,Pncb,201617,6095,2899,chemical_import
Organic Chemicals,Pncb,201718,0,0,chemical_import
Organic Chemicals,Pncb,201819,0,0,chemical_import
Organic Chemicals,Pncb,201920,0,0,chemical_import
Organic Chemicals,Pncb,202021,0,0,chemical_import
Organic Chemicals,Pncb,202122,0,0,chemical_import
Organic Chemicals,Pncb,202223,0,0,chemical_import
Organic Chemicals,Pncb,202324,0,0,chemical_import
Organic Chemicals,Pncb,202425,0,0,chemical_import
Pesticides and Insecticides,"2, 4-D",201516,72,123,chemical_import
Pesticides and Insecticides,"2, 4-D",201617,16,27,chemical_import
Pesticides and Insecticides,"2, 4-D",201718,1824,2735,chemical_import
Pesticides and Insecticides,"2, 4-D",201819,2819,5935,chemical_import
Pesticides and Insecticides,"2, 4-D",201920,2382,4311,chemical_import
Pesticides and Insecticides,"2, 4-D",202021,2412,3657,chemical_import
Pesticides and Insecticides,"2, 4-D",202122,601,2315,chemical_import
Pesticides and Insecticides,"2, 4-D",202223,746,2078,chemical_import
Pesticides and Insecticides,"2, 4-D",202324,264,509,chemical_import
Pesticides and Insecticides,"2, 4-D",202425,606,1046,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,201516,6,98,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,201617,0,0,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,201718,0,0,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,201819,5,39,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,201920,1,27,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,202021,7,40,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,202122,0,1,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,202223,0,1,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,202324,83,3751,chemical_import
Pesticides and Insecticides,Aluminium Phosphide,202425,182,7981,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,201516,0,0,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,201617,0,1,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,201718,0,1,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,201819,0,2,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,201920,0,0,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,202021,0,0,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,202122,40,138,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,202223,0,0,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,202324,0,2,chemical_import
Pesticides and Insecticides,Copper-Oxychloride,202425,0,0,chemical_import
Pesticides and Insecticides,Cypermethrin,201516,0,0,chemical_import
Pesticides and Insecticides,Cypermethrin,201617,0,0,chemical_import
Pesticides and Insecticides,Cypermethrin,201718,8,47,chemical_import
Pesticides and Insecticides,Cypermethrin,201819,5,53,chemical_import
Pesticides and Insecticides,Cypermethrin,201920,93,849,chemical_import
Pesticides and Insecticides,Cypermethrin,202021,6,57,chemical_import
Pesticides and Insecticides,Cypermethrin,202122,3,45,chemical_import
Pesticides and Insecticides,Cypermethrin,202223,0,0,chemical_import
Pesticides and Insecticides,Cypermethrin,202324,24,108,chemical_import
Pesticides and Insecticides,Cypermethrin,202425,109,620,chemical_import
Pesticides and Insecticides,D.D.V.P.,201516,64,116,chemical_import
Pesticides and Insecticides,D.D.V.P.,201617,16,28,chemical_import
Pesticides and Insecticides,D.D.V.P.,201718,35,66,chemical_import
Pesticides and Insecticides,D.D.V.P.,201819,1561,3167,chemical_import
Pesticides and Insecticides,D.D.V.P.,201920,0,0,chemical_import
Pesticides and Insecticides,D.D.V.P.,202021,0,0,chemical_import
Pesticides and Insecticides,D.D.V.P.,202122,0,0,chemical_import
Pesticides and Insecticides,D.D.V.P.,202223,0,0,chemical_import
Pesticides and Insecticides,D.D.V.P.,202324,0,0,chemical_import
Pesticides and Insecticides,D.D.V.P.,202425,0,1,chemical_import
Pesticides and Insecticides,Dimethoate,201516,0,0,chemical_import
Pesticides and Insecticides,Dimethoate,201617,0,0,chemical_import
Pesticides and Insecticides,Dimethoate,201718,0,0,chemical_import
Pesticides and Insecticides,Dimethoate,201819,0,0,chemical_import
Pesticides and Insecticides,Dimethoate,201920,0,0,chemical_import
Pesticides and Insecticides,Dimethoate,202021,63,326,chemical_import
Pesticides and Insecticides,Dimethoate,202122,153,723,chemical_import
Pesticides and Insecticides,Dimethoate,202223,334,1382,chemical_import
Pesticides and Insecticides,Dimethoate,202324,236,941,chemical_import
Pesticides and Insecticides,Dimethoate,202425,69,303,chemical_import
Pesticides and Insecticides,Isoproturon,201516,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,201617,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,201718,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,201819,3,4,chemical_import
Pesticides and Insecticides,Isoproturon,201920,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,202021,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,202122,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,202223,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,202324,0,0,chemical_import
Pesticides and Insecticides,Isoproturon,202425,0,0,chemical_import
Pesticides and Insecticides,Malathion,201516,0,0,chemical_import
Pesticides and Insecticides,Malathion,201617,0,0,chemical_import
Pesticides and Insecticides,Malathion,201718,0,0,chemical_import
Pesticides and Insecticides,Malathion,201819,0,0,chemical_import
Pesticides and Insecticides,Malathion,201920,0,0,chemical_import
Pesticides and Insecticides,Malathion,202021,0,0,chemical_import
Pesticides and Insecticides,Malathion,202122,0,0,chemical_import
Pesticides and Insecticides,Malathion,202223,540,1758,chemical_import
Pesticides and Insecticides,Malathion,202324,0,0,chemical_import
Pesticides and Insecticides,Malathion,202425,0,0,chemical_import
Pesticides and Insecticides,Methyl Bromide,201516,53,250,chemical_import
Pesticides and Insecticides,Methyl Bromide,201617,24,70,chemical_import
Pesticides and Insecticides,Methyl Bromide,201718,18,107,chemical_import
Pesticides and Insecticides,Methyl Bromide,201819,2,14,chemical_import
Pesticides and Insecticides,Methyl Bromide,201920,28,141,chemical_import
Pesticides and Insecticides,Methyl Bromide,202021,12,63,chemical_import
Pesticides and Insecticides,Methyl Bromide,202122,30,170,chemical_import
Pesticides and Insecticides,Methyl Bromide,202223,0,0,chemical_import
Pesticides and Insecticides,Methyl Bromide,202324,7,55,chemical_import
Pesticides and Insecticides,Methyl Bromide,202425,20,161,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,201516,6550,78424,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,201617,7143,85350,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,201718,7798,98502,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,201819,7738,97341,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,201920,7770,101554,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,202021,11418,145713,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,202122,16117,226512,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,202223,16287,257417,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,202324,12225,210712,chemical_import
Pesticides and Insecticides,Other Fungicide Nes,202425,21325,307357,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201516,10171,85167,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201617,16149,104626,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201718,15248,100387,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201819,18044,122207,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,201920,14232,104807,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202021,30307,189422,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202122,24959,213811,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202223,31871,311738,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202324,33297,196835,chemical_import
Pesticides and Insecticides,Other Herbicides-Anti Sprouting Products,202425,40348,240556,chemical_import
Pesticides and Insecticides,Other Insecticides,201516,15634,213829,chemical_import
Pesticides and Insecticides,Other Insecticides,201617,18067,208838,chemical_import
Pesticides and Insecticides,Other Insecticides,201718,17307,239549,chemical_import
Pesticides and Insecticides,Other Insecticides,201819,17188,240036,chemical_import
Pesticides and Insecticides,Other Insecticides,201920,13525,268040,chemical_import
Pesticides and Insecticides,Other Insecticides,202021,16512,343526,chemical_import
Pesticides and Insecticides,Other Insecticides,202122,16376,385766,chemical_import
Pesticides and Insecticides,Other Insecticides,202223,16776,385652,chemical_import
Pesticides and Insecticides,Other Insecticides,202324,14853,379509,chemical_import
Pesticides and Insecticides,Other Insecticides,202425,12373,362937,chemical_import
Pesticides and Insecticides,Other Pesticides,201516,1318,12700,chemical_import
Pesticides and Insecticides,Other Pesticides,201617,1176,91641,chemical_import
Pesticides and Insecticides,Other Pesticides,201718,1907,139991,chemical_import
Pesticides and Insecticides,Other Pesticides,201819,1868,163792,chemical_import
Pesticides and Insecticides,Other Pesticides,201920,4534,131268,chemical_import
Pesticides and Insecticides,Other Pesticides,202021,5453,216253,chemical_import
Pesticides and Insecticides,Other Pesticides,202122,1443,143124,chemical_import
Pesticides and Insecticides,Other Pesticides,202223,891,65176,chemical_import
Pesticides and Insecticides,Other Pesticides,202324,997,9611,chemical_import
Pesticides and Insecticides,Other Pesticides,202425,604,9332,chemical_import
Pesticides and Insecticides,Quinalphos,201516,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,201617,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,201718,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,201819,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,201920,15,81,chemical_import
Pesticides and Insecticides,Quinalphos,202021,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,202122,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,202223,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,202324,0,0,chemical_import
Pesticides and Insecticides,Quinalphos,202425,0,0,chemical_import
Total - Alkali Chemicals,Total,201516,1117878,218199,chemical_import
Total - Alkali Chemicals,Total,201617,1121137,215051,chemical_import
Total - Alkali Chemicals,Total,201718,1193978,265347,chemical_import
Total - Alkali Chemicals,Total,201819,1049124,225523,chemical_import
Total - Alkali Chemicals,Total,201920,1157130,240752,chemical_import
Total - Alkali Chemicals,Total,202021,967827,170499,chemical_import
Total - Alkali Chemicals,Total,202122,766564,174732,chemical_import
Total - Alkali Chemicals,Total,202223,713367,269998,chemical_import
Total - Alkali Chemicals,Total,202324,1262504,329564,chemical_import
Total - Alkali Chemicals,Total,202425,1176093,261710,chemical_import
Total - Dyes and Pigments,Total,201516,54691,219304,chemical_import
Total - Dyes and Pigments,Total,201617,55868,214913,chemical_import
Total - Dyes and Pigments,Total,201718,62971,231383,chemical_import
Total - Dyes and Pigments,Total,201819,56452,278422,chemical_import
Total - Dyes and Pigments,Total,201920,50583,281435,chemical_import
Total - Dyes and Pigments,Total,202021,45339,252666,chemical_import
Total - Dyes and Pigments,Total,202122,53657,326661,chemical_import
Total - Dyes and Pigments,Total,202223,44637,290398,chemical_import
Total - Dyes and Pigments,Total,202324,49633,284741,chemical_import
Total - Dyes and Pigments,Total,202425,54942,319220,chemical_import
Total - Inorganic Chemicals,Total,201516,1009821,237368,chemical_import
Total - Inorganic Chemicals,Total,201617,1010071,235237,chemical_import
Total - Inorganic Chemicals,Total,201718,1228854,308363,chemical_import
Total - Inorganic Chemicals,Total,201819,1579667,485763,chemical_import
Total - Inorganic Chemicals,Total,201920,1531826,354602,chemical_import
Total - Inorganic Chemicals,Total,202021,1187990,302101,chemical_import
Total - Inorganic Chemicals,Total,202122,1345272,382374,chemical_import
Total - Inorganic Chemicals,Total,202223,1351450,433595,chemical_import
Total - Inorganic Chemicals,Total,202324,941784,365743,chemical_import
Total - Inorganic Chemicals,Total,202425,928074,387640,chemical_import
Total - Organic Chemicals,Total,201516,3143476,865684,chemical_import
Total - Organic Chemicals,Total,201617,3170287,904366,chemical_import
Total - Organic Chemicals,Total,201718,3407051,1207748,chemical_import
Total - Organic Chemicals,Total,201819,3644781,1520278,chemical_import
Total - Organic Chemicals,Total,201920,3775333,1078053,chemical_import
Total - Organic Chemicals,Total,202021,3715724,1124697,chemical_import
Total - Organic Chemicals,Total,202122,4159984,2308240,chemical_import
Total - Organic Chemicals,Total,202223,4700910,2117580,chemical_import
Total - Organic Chemicals,Total,202324,5017641,1997048,chemical_import
Total - Organic Chemicals,Total,202425,5099717,2055883,chemical_import
Total - Pesticides and Insecticides,Total,201516,33868,390707,chemical_import
Total - Pesticides and Insecticides,Total,201617,42591,490581,chemical_import
Total - Pesticides and Insecticides,Total,201718,44145,581385,chemical_import
Total - Pesticides and Insecticides,Total,201819,49233,632590,chemical_import
Total - Pesticides and Insecticides,Total,201920,42580,611078,chemical_import
Total - Pesticides and Insecticides,Total,202021,66190,899057,chemical_import
Total - Pesticides and Insecticides,Total,202122,59722,972605,chemical_import
Total - Pesticides and Insecticides,Total,202223,67445,1025202,chemical_import
Total - Pesticides and Insecticides,Total,202324,61986,802033,chemical_import
Total - Pesticides and Insecticides,Total,202425,75636,930294,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,201516,5359734,1931262,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,201617,5399954,2060148,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,201718,5936999,2594226,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,201819,6379257,3142576,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,201920,6557452,2565920,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,202021,5983070,2749020,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,202122,6385199,4164612,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,202223,6877809,4136773,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,202324,7333548,3779129,chemical_import
Total Import Of Major Chemicals,Total Import of Major Chemicals,202425,7334462,3954747,chemical_import
